provincianombre,provincia,maxabs,minabs,brecha_sc,count.sc,municipio,zona,show
Jaén,23,14.6,13.5,1.1,2,Siles,m23082,dontshow
Toledo,45,14.7,13.6,1.1,2,Lagartera,m45082,dontshow
Córdoba,14,14.8,13.7,1.1,3,Adamuz,m14001,dontshow
Jaén,23,14.8,13.7,1.1,2,Torres,m23090,dontshow
"Illes Balears,",7,15.6,14.5,1.1,2,Maria de la Salut,m7035,dontshow
Ourense,32,16.4,15.3,1.1,2,Muíños,m32051,dontshow
Sevilla,41,21.1,20,1.1,3,Pedrera,m41072,dontshow
Bizkaia,48,23.3,22.2,1.1,2,Bakio,m48012,dontshow
"La Rioja",26,23.7,22.6,1.1,2,Navarrete,m26105,dontshow
"La Rioja",26,23.8,22.7,1.1,2,Cenicero,m26046,dontshow
Asturias,33,25.9,24.8,1.1,2,"Regueras, Las",m33054,dontshow
Zaragoza,50,27.4,26.3,1.1,2,Gallur,m50118,dontshow
Barcelona,8,30.2,29.1,1.1,2,Sant Martí Sarroca,m8227,dontshow
Girona,17,37.4,36.3,1.1,2,Ribes de Freser,m17145,dontshow
Castellón,12,11.3,10.3,1,2,"Vilavella, la",m12136,dontshow
Valencia,46,16.5,15.5,1,3,Llutxent,m46150,dontshow
Castellón,12,17.8,16.8,1,2,Artana,m12016,dontshow
Valencia,46,18,17,1,2,"Llosa de Ranes, la",m46157,dontshow
Cantabria,39,19.9,18.9,1,2,Hermandad de Campoo de Suso,m39032,dontshow
Cuenca,16,20.1,19.1,1,2,Sisante,m16198,dontshow
Teruel,44,21,20,1,2,Cella,m44076,dontshow
Badajoz,6,23.8,22.8,1,2,"Roca de la Sierra, La",m6115,dontshow
Lugo,27,24.7,23.7,1,3,Castroverde,m27011,dontshow
Cáceres,10,25.6,24.6,1,2,Losar de la Vera,m10110,dontshow
Granada,18,37.8,36.8,1,2,Cájar,m18036,dontshow
Valencia,46,13.3,12.4,0.9,2,"Pobla del Duc, la",m46200,dontshow
Valencia,46,14,13.1,0.9,2,Aielo de Malferit,m46042,dontshow
Badajoz,6,14.3,13.4,0.9,2,Burguillos del Cerro,m6022,dontshow
Toledo,45,16.6,15.7,0.9,2,Navalcán,m45110,dontshow
Cuenca,16,17.5,16.6,0.9,4,Quintanar del Rey,m16175,dontshow
Cuenca,16,20,19.1,0.9,2,Villanueva de la Jara,m16251,dontshow
Cáceres,10,20.4,19.5,0.9,2,Montánchez,m10126,dontshow
Toledo,45,20.5,19.6,0.9,2,Santa Olalla,m45158,dontshow
Ourense,32,24.2,23.3,0.9,2,San Cristovo de Cea,m32076,dontshow
Navarra,31,24.5,23.6,0.9,2,Carcastillo,m31067,dontshow
Asturias,33,24.6,23.7,0.9,2,Allande,m33001,dontshow
Navarra,31,25.4,24.5,0.9,2,Lesaka,m31153,dontshow
Santa Cruz de Tenerife,38,26.7,25.8,0.9,2,Frontera,m38013,dontshow
Navarra,31,27.2,26.3,0.9,4,Huarte/Uharte,m31122,dontshow
Sevilla,41,29.8,28.9,0.9,2,Carrión de los Céspedes,m41025,dontshow
Cuenca,16,11.4,10.6,0.8,2,Ledaña,m16118,dontshow
Albacete,2,12.7,11.9,0.8,2,Balazote,m2012,dontshow
Sevilla,41,12.8,12,0.8,4,Casariche,m41026,dontshow
Ciudad Real,13,16.6,15.8,0.8,2,Chillón,m13038,dontshow
Córdoba,14,19.8,19,0.8,2,Pedro Abad,m14050,dontshow
Badajoz,6,23.8,23,0.8,2,Valencia del Ventoso,m6141,dontshow
Tarragona,43,27.8,27,0.8,2,Móra la Nova,m43094,dontshow
Navarra,31,27.9,27.1,0.8,2,Andosilla,m31015,dontshow
Albacete,2,29,28.2,0.8,2,Montealegre del Castillo,m2051,dontshow
Girona,17,31,30.2,0.8,2,Quart,m17142,dontshow
Asturias,33,34.5,33.7,0.8,2,Caso,m33015,dontshow
Granada,18,37.6,36.8,0.8,2,Cijuela,m18048,dontshow
Ciudad Real,13,11.4,10.7,0.7,2,Pozuelo de Calatrava,m13066,dontshow
Ciudad Real,13,13.9,13.2,0.7,2,Albaladejo,m13004,dontshow
Sevilla,41,15.2,14.5,0.7,2,Badolatosa,m41014,dontshow
Albacete,2,17.8,17.1,0.7,2,Elche de la Sierra,m2030,dontshow
"Las Palmas",35,17.8,17.1,0.7,2,Tejeda,m35025,dontshow
Lleida,25,18.7,18,0.7,2,Aitona,m25038,dontshow
Málaga,29,19,18.3,0.7,2,Cañete la Real,m29035,dontshow
Badajoz,6,20.4,19.7,0.7,2,Salvatierra de los Barros,m6117,dontshow
Badajoz,6,22.2,21.5,0.7,2,Villalba de los Barros,m6152,dontshow
Cuenca,16,25.2,24.5,0.7,2,Huete,m16112,dontshow
Bizkaia,48,28.8,28.1,0.7,2,Zamudio,m48905,dontshow
Girona,17,36.2,35.5,0.7,2,"Jonquera, La",m17086,dontshow
"Illes Balears,",7,40.9,40.2,0.7,3,Sant Joan de Labritja,m7050,dontshow
Málaga,29,13.4,12.8,0.6,2,Cuevas del Becerro,m29048,dontshow
Cuenca,16,18.1,17.5,0.6,2,"Alberca de Záncara, La",m16007,dontshow
Cantabria,39,18.4,17.8,0.6,2,Comillas,m39024,dontshow
Santa Cruz de Tenerife,38,20.4,19.8,0.6,2,Fuencaliente de la Palma,m38014,dontshow
Sevilla,41,20.5,19.9,0.6,2,Martín de la Jara,m41062,dontshow
"A Coruña",15,21.8,21.2,0.6,4,Boqueixón,m15012,dontshow
Málaga,29,21.9,21.3,0.6,2,Ardales,m29018,dontshow
Ciudad Real,13,22.2,21.6,0.6,2,Agudo,m13002,dontshow
Granada,18,22.3,21.7,0.6,2,Vélez de Benaudalla,m18184,dontshow
Toledo,45,22.7,22.1,0.6,2,Ajofrín,m45001,dontshow
Valencia,46,22.8,22.2,0.6,2,Serra,m46228,dontshow
Segovia,40,23.8,23.2,0.6,2,Carbonero el Mayor,m40043,dontshow
Lugo,27,24.1,23.5,0.6,2,Baralla,m27901,dontshow
Badajoz,6,25,24.4,0.6,2,Villar del Rey,m6155,dontshow
Teruel,44,26.5,25.9,0.6,2,Híjar,m44122,dontshow
Badajoz,6,29.2,28.6,0.6,2,Solana de los Barros,m6126,dontshow
Tarragona,43,33.6,33,0.6,2,"Espluga de Francolí, L'",m43054,dontshow
Barcelona,8,39.5,38.9,0.6,2,Sant Cebrià de Vallalta,m8203,dontshow
Badajoz,6,15.3,14.8,0.5,2,Salvaleón,m6116,dontshow
"A Coruña",15,17.5,17,0.5,2,Aranga,m15003,dontshow
Badajoz,6,18.1,17.6,0.5,2,Alange,m6004,dontshow
Ciudad Real,13,18.9,18.4,0.5,2,Villarta de San Juan,m13097,dontshow
Toledo,45,19.6,19.1,0.5,2,Villarrubia de Santiago,m45195,dontshow
Granada,18,19.7,19.2,0.5,2,Molvízar,m18133,dontshow
Navarra,31,19.8,19.3,0.5,2,Lerín,m31152,dontshow
Cáceres,10,21.8,21.3,0.5,2,Serradilla,m10175,dontshow
Cantabria,39,22.2,21.7,0.5,2,Villaescusa,m39099,dontshow
"La Rioja",26,24,23.5,0.5,2,Aldeanueva de Ebro,m26008,dontshow
Tarragona,43,24.2,23.7,0.5,2,Falset,m43055,dontshow
Toledo,45,26,25.5,0.5,2,Alcaudete de la Jara,m45006,dontshow
Lugo,27,26.2,25.7,0.5,2,Cervantes,m27012,dontshow
Salamanca,37,34.4,33.9,0.5,2,Vitigudino,m37376,dontshow
Toledo,45,14.3,13.9,0.4,2,Villanueva de Alcardete,m45192,dontshow
Toledo,45,14.6,14.2,0.4,2,Orgaz,m45124,dontshow
"A Coruña",15,14.8,14.4,0.4,2,Vilasantar,m15090,dontshow
Ciudad Real,13,17.9,17.5,0.4,2,Carrizosa,m13032,dontshow
Toledo,45,18.8,18.4,0.4,2,Gálvez,m45067,dontshow
Ávila,5,23,22.6,0.4,2,Piedralaves,m5187,dontshow
Ourense,32,23.4,23,0.4,2,Vilamarín,m32087,dontshow
Málaga,29,25.2,24.8,0.4,2,Tolox,m29090,dontshow
León,24,25.7,25.3,0.4,2,Carrizo,m24039,dontshow
Huelva,21,26.4,26,0.4,3,Aroche,m21008,dontshow
Tarragona,43,27.8,27.4,0.4,2,"Aldea, L'",m43904,dontshow
Toledo,45,29.8,29.4,0.4,2,Burguillos de Toledo,m45023,dontshow
Santa Cruz de Tenerife,38,31.8,31.4,0.4,2,Valle Gran Rey,m38049,dontshow
Pontevedra,36,32.8,32.4,0.4,2,Cerdedo,m36011,dontshow
Castellón,12,17.1,16.8,0.3,2,"Coves de Vinromà, les",m12050,dontshow
Badajoz,6,18.2,17.9,0.3,2,Bienvenida,m6020,dontshow
Cantabria,39,19.1,18.8,0.3,2,Corvera de Toranzo,m39026,dontshow
"A Coruña",15,20.5,20.2,0.3,2,Moeche,m15049,dontshow
Almería,4,21.9,21.6,0.3,2,Tabernas,m4088,dontshow
Salamanca,37,24.6,24.3,0.3,2,Lumbrales,m37173,dontshow
Cáceres,10,25.6,25.3,0.3,2,Gata,m10084,dontshow
Pontevedra,36,26.9,26.6,0.3,2,Pazos de Borbén,m36037,dontshow
Madrid,28,30.5,30.2,0.3,2,Valdeolmos-Alalpardo,m28162,dontshow
Ávila,5,10.1,9.9,0.2,2,Madrigal de las Altas Torres,m5114,dontshow
Cuenca,16,11.5,11.3,0.2,2,"Provencio, El",m16171,dontshow
Badajoz,6,14.6,14.4,0.2,2,Fuenlabrada de los Montes,m6051,dontshow
Málaga,29,15.3,15.1,0.2,2,Cortes de la Frontera,m29046,dontshow
Cantabria,39,15.5,15.3,0.2,2,Arenas de Iguña,m39004,dontshow
Toledo,45,16.3,16.1,0.2,2,Belvís de la Jara,m45020,dontshow
Jaén,23,17.5,17.3,0.2,2,Arroyo del Ojanco,m23905,dontshow
Albacete,2,17.9,17.7,0.2,2,Socovos,m2072,dontshow
Ourense,32,18,17.8,0.2,2,Monterrei,m32050,dontshow
Navarra,31,21.3,21.1,0.2,2,Villafranca,m31254,dontshow
Huelva,21,22.1,21.9,0.2,2,Cumbres Mayores,m21029,dontshow
Ourense,32,25.8,25.6,0.2,2,Riós,m32071,dontshow
"La Rioja",26,26,25.8,0.2,2,Rincón de Soto,m26125,dontshow
Madrid,28,27.6,27.4,0.2,2,"Molinos, Los",m28087,dontshow
Navarra,31,31.4,31.2,0.2,2,Marcilla,m31163,dontshow
Jaén,23,32.5,32.3,0.2,2,Huesa,m23045,dontshow
Madrid,28,34.6,34.4,0.2,2,Pedrezuela,m28108,dontshow
Valencia,46,14.1,14,0.1,2,Vallada,m46251,dontshow
Almería,4,15.2,15.1,0.1,2,Tíjola,m4092,dontshow
"La Rioja",26,15.3,15.2,0.1,2,Murillo de Río Leza,m26099,dontshow
Jaén,23,15.9,15.8,0.1,2,Cabra del Santo Cristo,m23017,dontshow
Ciudad Real,13,16.5,16.4,0.1,2,Villamanrique,m13090,dontshow
Valencia,46,17.4,17.3,0.1,2,Casinos,m46089,dontshow
Ávila,5,18,17.9,0.1,2,Navaluenga,m5163,dontshow
Bizkaia,48,20.2,20.1,0.1,2,Karrantza Harana/Valle de Carranza,m48022,dontshow
Lugo,27,21,20.9,0.1,2,"Pobra do Brollón, A",m27047,dontshow
Zaragoza,50,23.7,23.6,0.1,2,Villamayor de Gállego,m50903,dontshow
Ourense,32,24.8,24.7,0.1,2,"Merca, A",m32047,dontshow
"Illes Balears,",7,26.7,26.6,0.1,2,Sencelles,m7047,dontshow
Ávila,5,27.2,27.1,0.1,2,"Adrada, La",m5002,dontshow
Huelva,21,28.2,28.1,0.1,2,Hinojos,m21040,dontshow
Navarra,31,29.7,29.6,0.1,2,Beriáin,m31905,dontshow
Burgos,9,29.9,29.8,0.1,2,Quintanar de la Sierra,m9289,dontshow
Pontevedra,36,35.2,35.1,0.1,3,Covelo,m36013,dontshow
Cantabria,39,22.1,22.1,0,2,Ramales de la Victoria,m39057,dontshow
Badajoz,6,22.3,22.3,0,2,Orellana la Vieja,m6097,dontshow
Granada,18,26.8,26.8,0,2,Láchar,m18115,dontshow
Toledo,45,35.6,35.6,0,2,Santa Cruz del Retamar,m45157,dontshow
Barcelona,8,43.5,43.5,0,2,Santa Eulàlia de Ronçana,m8248,dontshow
